Date	Wed Feb 19 18:29:42 EST 2025
Aspect	P
P-value cutoff	0.01
Calculate FDR	Yes
Regulation links followed	Yes
Bonferroni correction	Yes
Uploaded gene list	polycomb gene_list
Annotation file	gene_association.goa_human_hgnc
Ontology file	
Evidence codes used	IMP (25206), IEP (933), ISS (28265), RCA (470), IGI (2047), ISO (11), IEA (73570), ISA (1439), IKR (23), HMP (129), IDA (88710), ND (1706), HEP (70), IBA (68552), IC (6837), TAS (95949), HDA (9421), EXP (613), NAS (7152), IPI (213005), ISM (3)
Unknown identifiers (222)	AC003986.1 AC003986.2 AC003986.3 AC004080.2 AC004080.3 AC004080.4 AC004080.5 AC004080.6 AC005224.2 AC007405.2 AC008060.2 AC008060.3 AC008406.3 AC008808.1 AC008808.2 AC008875.1 AC009166.1 AC009292.2 AC009531.1 AC010478.1 AC010997.3 AC010997.4 AC011396.2 AC011700.1 AC012531.1 AC012531.4 AC012574.1 AC012594.1 AC015911.4 AC016251.2 AC018470.1 AC018553.2 AC018563.1 AC019068.1 AC023886.1 AC025171.1 AC025171.2 AC025171.3 AC025171.5 AC026688.2 AC026704.1 AC027243.1 AC058822.1 AC074099.1 AC078909.1 AC078909.2 AC083795.2 AC084864.1 AC087477.2 AC087477.5 AC087477.6 AC090340.1 AC091076.1 AC091133.2 AC091133.3 AC091959.3 AC091980.2 AC099786.2 AC099786.3 AC100791.2 AC103702.1 AC103702.2 AC103746.1 AC105389.1 AC106738.2 AC106786.1 AC108210.1 AC108482.1 AC116667.2 AL021808.1 AL035443.1 AL049637.2 AL049874.3 AL079303.1 AL121612.2 AL135960.1 AL136366.1 AL137784.1 AL137784.2 AL137784.3 AL138688.1 AL139420.2 AL158013.1 AL158211.3 AL161457.2 AL161781.2 AL161908.1 AL161908.2 AL354863.1 AL355497.1 AL359922.1 AL365259.1 AP000697.1 AP000894.2 AP001122.1 ASTM1-AS1 BARX1-DT C5orf66 CCDC140 CDKN2A-DT CRNDE DLEU2 DLX6-AS1 EMX2OS FENDRR FEZF1-AS1 FIRRE FOXC2-AS1 FOXD1-AS1 FOXD2-AS1 FOXD3-AS1 FZD10-DT GATA2-AS1 GATA3-AS1 GATA6-AS1 HALGR HALGROS HAND2-AS1 HIST1H2BPS2 HIST1H3I HIST1H3L HLX-AS1 HMGN1P6 HNRNPA1P1 HOTAIR HOTAIRM1 HOTTIP HOXA-AS2 HOXA-AS3 HOXA10-AS HOXA11-AS HOXB-AS1 HOXB-AS2 HOXB-AS3 HOXB-AS4 HOXC-AS1 HOXC-AS2 HOXC-AS3 HOXC13-AS HOXD2 LBX1-AS1 LEF1-AS1 LHX5-AS1 LIN28B-AS1 LINC00261 LINC00543 LINC00556 LINC00629 LINC00682 LINC01079 LINC01096 LINC01097 LINC01143 LINC01305 LINC01312 LINC01385 LINC01396 LINC01475 LINC01798 LINC01833 LINC01956 LINC02084 LINC02086 LINC02106 LINC02202 LINC02268 LOC401463 MGC12916 MIR146B MIR148A MIR152 MIR182 MIR196A1 MIR196A2 MIR3663 MIR449A MIR503HG MIR6068 MIR8089 MIR96 MNX1-AS1 MORF4L2P1 NR2F2-AS1 PANCR PAUPAR PGM5-AS1 PLUT PNKDP1 PPIAP28 PTCSC2 RF00017 RF01905 RF01906 RF01954 RF01975 RF01976 RF01979 RF02040 RF02043 RF02142 RF02272 RN7SL272P RNF219-AS1 RNU5D-2P RNU6-1 RNU6-570P SALRNA1 SATB2-AS1 SENCR SIX3-AS1 SOX2-OT SOX21-AS1 SPA17P1 TARID TBX2-AS1 TBX5-AS1 THORLNC TRAPPC2P2 TTC6 ZFHX4-AS1 ZIC4-AS1 ZNF503-AS2

GOID	TERM	CORRECTED_PVALUE	UNCORRECTED_PVALUE	NUM_LIST_ANNOTATIONS	LIST_SIZE	TOTAL_NUM_ANNOTATIONS	POPULATION_SIZE	FDR_RATE	EXPECTED_FALSE_POSITIVES	ANNOTATED_GENES
GO:0009952	anterior/posterior pattern specification	3.95373025923313e-42	1.89900588820035e-45	59	482	214	19817	0.00%	0.00	HOXD13, HOXA3, OTX2, HOXC11, HEY2, HOXB1, HOXC5, HOXA6, HOXD9, FOXC2, HOXD8, HOXC9, FEZF1, HOXA7, HOXB6, HOXD10, PAX6, FOXA2, FOXF1, HOXD3, HOXB8, SIX2, HOXB7, HOXA11, GATA4, HOXB4, HOXA2, NR2F2, HOXB9, TBX18, FEZF2, FOXB1, HOXA10, HOXC10, CDX2, GBX2, MSX1, WT1, HOXA9, HOXC8, HOXD4, HOXB2, TBX3, HOXB3, HOXB5, SOX17, DMRT2, HOXA5, EN1, ZIC3, HOXA4, EMX2, HOXC13, BARX1, HOXC4, ALX4, LEF1, PCDH8, MSX2
GO:0006355	regulation of DNA-templated transcription	1.38579692463506e-41	6.65608513273323e-45	213	482	3393	19817	0.00%	0.00	MEIS2, FOXB1, NKX2-4, SOX2, ZIC5, TAL1, TBX18, ZFHX4, TBX5, ZIC4, PAX2, SIX6, NFIB, SOX1, ARX, HOXA1, DMRT2, HOXA5, HOXA9, PAX3, GATA3, ZIC1, MSX2, FOXD3, SOX21, PDX1, FOXE1, OTX2, EBF1, VAX2, DLX2, NR5A2, SP8, NR4A2, PAX8, HOXA3, SIM1, NR2E1, HOXC12, FLI1, LHX2, PAX6, SKOR1, HOXC9, LMX1B, HOXB6, IRX3, HOXB7, FOXL2, FOXF1, MCIDAS, HOXB8, NKX2-6, DBX1, HOXA13, FEZF2, LHX8, NR2F2, GATA6, FOXD1, INO80B, HOXC10, CDX2, PRKCH, ONECUT1, ISL1, PHOX2B, HLX, SATB2, HMX3, TBX3, SOX17, HOXD12, NKX2-5, CDKN2A, BARHL1, FOXD2, HOXC8, LHX4, PITX2, RNF220, VGLL2, HOXD1, OTP, MNX1, ZNF883, VAX1, PPRC1, HOXD9, NKX2-3, OLIG2, OLIG1, FOXA1, BSX, HOXD10, C14orf39, FOXA2, HOXA7, HIST1H1B, EBF2, SIX3, DMRT3, PROX1, HOXA11, PAX7, NOLC1, TBX2, DLX5, HOXA2, HOXB4, MEIS1, EN2, MSX1, SALL1, WT1, BARHL2, LHX9, POU4F2, GFI1, HOXB3, SP9, EBF3, EN1, PRDM6, STK3, HOXD4, TFAP2D, HOXB2, LEF1, GATA2, BHLHE22, DLX1, ISL2, LBX1, ONECUT2, ZIC3, HOXA4, BARX1, ALX4, PAX5, ZNF503, HOXA6, GSC, TLX3, OSR2, IRX5, POU4F3, SIM2, LHX6, FEZF1, MECOM, EOMES, ZFHX3, HOXD3, RAX, PRDM1, PITX1, CCNC, HOXA10, HAND1, EVX2, HOXB9, NKX6-1, GSX2, PTF1A, FERD3L, ZIC2, SIX1, ADCYAP1, GBX2, CBX8, TFAP2B, HOXB5, NEUROG2, TBR1, DMRTA2, TWIST1, CBX2, HOXC13, EMX2, HAND2, SKOR2, RUNX3, HOXC4, HOXC11, TCF21, HEY2, LMX1A, HOXD13, SOX3, POU4F1, PAX9, SOX14, OLIG3, HOXD8, FOXC2, HOXC5, DLX6, HOXB1, FOXL1, LHX5, ALX1, DMBX1, TBX15, TGIF1, TBX20, GATA4, FOXB2, SHOX2, DMRT1, SIX2, HOXD11, UNCX
GO:0045944	positive regulation of transcription by RNA polymerase II	2.44442572123388e-41	1.17407575467525e-44	124	482	1214	19817	0.00%	0.00	HOXD10, BSX, FOXA2, ALX1, EBF2, HOXA7, SIX3, TBX20, PROX1, GATA4, DMRT1, SIX2, HOXC11, HEY2, TCF21, LMX1A, HOXD13, SOX3, PAX9, PPRC1, POU4F1, HOXD9, FOXC2, NKX2-3, HOXD8, HOXB1, FOXA1, TBX3, TFAP2B, HOXB5, TBR1, SOX17, BARHL1, NKX2-5, FOXD2, TWIST1, LHX4, PITX2, HOXC13, HAND2, VGLL2, HOXC4, RAX, FEZF2, PITX1, CCNC, HOXA10, NR2F2, HAND1, HOXB9, GATA6, NKX6-1, PTF1A, SIX1, GBX2, FOXD1, ADCYAP1, HOXC10, CDX2, ONECUT1, ISL1, PHOX2B, SATB2, LHX2, PAX6, LMX1B, MECOM, IRX3, HOXB7, EOMES, FOXL2, ZFHX3, FOXF1, MCIDAS, HOXD3, NKX2-6, HOXA13, OTX2, PAX5, NR5A2, DLX2, NR4A2, PAX8, NR2E1, FLI1, OSR2, POU4F3, HOXB3, HOXA1, DMRT2, HOXA5, EN1, TFAP2D, HOXB2, HOXD4, PAX3, GATA3, LEF1, GATA2, ZIC1, DLX1, FOXD3, ZIC3, ONECUT2, SOX21, PDX1, ALX4, TBX2, MEIS2, SOX2, HOXA2, HOXB4, TAL1, TBX5, MEIS1, PAX2, EN2, MSX1, WT1, SALL1, NFIB, BARHL2, SOX1, POU4F2
GO:2001141	regulation of RNA biosynthetic process	3.3026274542203e-41	1.58627639491849e-44	213	482	3411	19817	0.00%	0.00	SKOR2, HAND2, HOXC4, RUNX3, CBX2, EMX2, HOXC13, TWIST1, DMRTA2, TFAP2B, HOXB5, NEUROG2, TBR1, CBX8, GBX2, ADCYAP1, ZIC2, SIX1, NKX6-1, PTF1A, GSX2, FERD3L, HAND1, HOXB9, EVX2, PITX1, CCNC, HOXA10, RAX, PRDM1, HOXD11, SIX2, UNCX, SHOX2, FOXB2, DMRT1, TBX20, GATA4, TBX15, TGIF1, ALX1, LHX5, DMBX1, FOXL1, HOXC5, DLX6, HOXB1, HOXD8, SOX14, OLIG3, FOXC2, POU4F1, PAX9, SOX3, HOXD13, HEY2, TCF21, LMX1A, HOXC11, BARX1, ALX4, ZIC3, ONECUT2, HOXA4, LBX1, ISL2, LEF1, GATA2, DLX1, BHLHE22, HOXD4, TFAP2D, HOXB2, PRDM6, STK3, EN1, EBF3, SP9, HOXB3, BARHL2, LHX9, GFI1, POU4F2, MSX1, WT1, SALL1, EN2, MEIS1, HOXB4, HOXA2, DLX5, TBX2, HOXD3, ZFHX3, EOMES, MECOM, FEZF1, LHX6, SIM2, IRX5, POU4F3, OSR2, TLX3, HOXA6, GSC, ZNF503, PAX5, RNF220, VGLL2, PITX2, HOXC8, LHX4, NKX2-5, HOXD12, CDKN2A, BARHL1, FOXD2, TBX3, SOX17, ISL1, PHOX2B, HLX, SATB2, HMX3, CDX2, HOXC10, PRKCH, ONECUT1, FOXD1, INO80B, GATA6, LHX8, NR2F2, FEZF2, NOLC1, PAX7, DMRT3, PROX1, HOXA11, SIX3, HIST1H1B, HOXA7, EBF2, FOXA2, HOXD10, C14orf39, BSX, OLIG2, FOXA1, OLIG1, HOXD9, NKX2-3, ZNF883, VAX1, PPRC1, OTP, MNX1, HOXD1, PDX1, SOX21, MSX2, FOXD3, GATA3, ZIC1, PAX3, HOXA9, HOXA1, DMRT2, HOXA5, ARX, SOX1, NFIB, SIX6, PAX2, ZIC4, ZFHX4, TBX18, TBX5, ZIC5, TAL1, SOX2, MEIS2, NKX2-4, FOXB1, HOXB8, NKX2-6, HOXA13, DBX1, MCIDAS, FOXF1, IRX3, HOXB7, FOXL2, HOXB6, LMX1B, HOXC9, SKOR1, PAX6, LHX2, FLI1, HOXC12, NR2E1, SIM1, NR4A2, PAX8, HOXA3, SP8, VAX2, DLX2, NR5A2, EBF1, OTX2, FOXE1
GO:0006351	DNA-templated transcription	2.6397334998805e-40	1.2678835253989e-43	215	482	3513	19817	0.00%	0.00	HOXC13, EMX2, CBX2, HOXC4, RUNX3, SKOR2, HAND2, TBR1, TFAP2B, NEUROG2, HOXB5, DMRTA2, TWIST1, SIX1, ZIC2, GBX2, ADCYAP1, CBX8, PRDM1, RAX, CCNC, HOXA10, PITX1, HAND1, EVX2, HOXB9, PTF1A, FERD3L, GSX2, NKX6-1, TGIF1, TBX15, GATA4, TBX20, SHOX2, DMRT1, FOXB2, UNCX, SIX2, HOXD11, FOXL1, DMBX1, LHX5, ALX1, PAX9, POU4F1, SOX14, OLIG3, HOXD8, FOXC2, DLX6, HOXC5, HOXB1, HOXC11, LMX1A, HEY2, TCF21, HOXD13, SOX3, BHLHE22, GATA2, DLX1, LEF1, LBX1, ISL2, ZIC3, ONECUT2, HOXA4, ALX4, BARX1, SP9, HOXB3, EBF3, EN1, STK3, PRDM6, HOXB2, TFAP2D, HOXD4, EN2, WT1, SALL1, MSX1, POU4F2, GFI1, LHX9, BARHL2, TBX2, DLX5, HOXA2, HOXB4, MEIS1, EOMES, ZFHX3, HOXD3, SIM2, LHX6, FEZF1, MECOM, GSC, HOXA6, TLX3, OSR2, POU4F3, IRX5, PAX5, ZNF503, PITX2, VGLL2, RNF220, SOX17, TBX3, FOXD2, CDKN2A, NKX2-5, HOXD12, BARHL1, LHX4, HOXC8, INO80B, FOXD1, ONECUT1, PRKCH, HOXC10, CDX2, SATB2, HMX3, ISL1, PHOX2B, HLX, FEZF2, NR2F2, LHX8, GATA6, SIX3, HOXA11, PROX1, DMRT3, PAX7, NOLC1, BSX, HOXD10, C14orf39, FOXA2, HOXA7, EBF2, HIST1H1B, VAX1, PPRC1, ZNF883, NKX2-3, HOXD9, FOXA1, OLIG1, OLIG2, HOXD1, MNX1, OTP, ZIC1, GATA3, FOXD3, MSX2, SOX21, PDX1, ARX, HOXA5, HOXA1, DMRT2, HOXA9, PAX3, ZIC4, PAX2, SIX6, NFIB, SOX1, FOXB1, NKX2-4, MEIS2, SOX2, TAL1, ZIC5, TBX5, ZFHX4, TBX18, FOXL2, IRX3, HOXB7, TTF1, MCIDAS, FOXF1, DBX1, HOXA13, HOXB8, NKX2-6, LHX2, PAX6, SKOR1, HOXC9, LMX1B, HOXB6, SIM1, NR2E1, GTF3C2, FLI1, HOXC12, OTX2, FOXE1, EBF1, DLX2, NR5A2, VAX2, SP8, HOXA3, PAX8, NR4A2
GO:0051252	regulation of RNA metabolic process	3.7184720682597e-38	1.78600963893357e-41	216	482	3651	19817	0.00%	0.00	DLX6, HOXB1, HOXC5, SOX14, OLIG3, FOXC2, HOXD8, PAX9, POU4F1, SOX3, HOXD13, LMX1A, HEY2, TCF21, HOXC11, UNCX, SIX2, HOXD11, SHOX2, DMRT1, FOXB2, GATA4, TBX20, TGIF1, TBX15, DMBX1, LHX5, ALX1, FOXL1, CBX8, GBX2, ADCYAP1, SIX1, ZIC2, FERD3L, PTF1A, GSX2, NKX6-1, HAND1, HOXB9, EVX2, CCNC, HOXA10, PITX1, PRDM1, RAX, RUNX3, HOXC4, HAND2, SKOR2, EMX2, HOXC13, CBX2, TWIST1, DMRTA2, TBR1, TFAP2B, HOXB5, NEUROG2, POU4F3, IRX5, OSR2, TLX3, GSC, HOXA6, ZNF503, PAX5, HOXD3, ZFHX3, EOMES, MECOM, FEZF1, SIM2, LHX6, POU4F2, GFI1, BARHL2, LHX9, SALL1, WT1, MSX1, EN2, MEIS1, DLX5, HOXA2, HOXB4, IGF2BP3, TBX2, ALX4, BARX1, HOXA4, ZIC3, ONECUT2, LBX1, ISL2, BHLHE22, GATA2, DLX1, LEF1, TFAP2D, HOXB2, HOXD4, STK3, PRDM6, EBF3, EN1, SP9, HOXB3, FOXA1, OLIG1, OLIG2, NKX2-3, HOXD9, PPRC1, VAX1, ZNF883, MNX1, OTP, HOXD1, NOLC1, PAX7, HOXA11, PROX1, DMRT3, SIX3, EBF2, HOXA7, HIST1H1B, FOXA2, C14orf39, HOXD10, BSX, HMX3, SATB2, PHOX2B, ISL1, HLX, PRKCH, ONECUT1, HOXC10, CDX2, INO80B, FOXD1, GATA6, NR2F2, LHX8, LIN28B, FEZF2, VGLL2, RNF220, PITX2, LHX4, HOXC8, FOXD2, NKX2-5, CDKN2A, HOXD12, BARHL1, SOX17, TBX3, HOXC12, FLI1, NR2E1, SIM1, PAX8, HOXA3, NR4A2, SP8, NR5A2, DLX2, VAX2, FOXE1, OTX2, EBF1, DBX1, HOXA13, NKX2-6, HOXB8, MCIDAS, FOXF1, FOXL2, HOXB7, IRX3, HOXB6, LMX1B, HOXC9, SKOR1, PAX6, LHX2, SOX1, NFIB, SIX6, PAX2, ZIC4, IGF2BP1, ZFHX4, TBX5, TBX18, TAL1, ZIC5, SOX2, NKX2-4, FOXB1, MEIS2, PDX1, SOX21, FOXD3, MSX2, ZIC1, GATA3, PAX3, HOXA9, HOXA5, HOXA1, DMRT2, ARX
GO:0045165	cell fate commitment	9.65392465812869e-37	4.63685142081109e-40	60	482	272	19817	0.00%	0.00	FOXC2, OLIG3, TLX3, GSC, POU4F1, NR2E1, OLIG1, FOXA1, OLIG2, DLX2, HEY2, MNX1, GATA4, HOXA11, TBX20, PROX1, DMRT3, EOMES, TBX15, HOXA13, DBX1, SIX2, FOXA2, PAX6, HOXD10, EBF2, WT1, SIX1, PAX2, SATB2, BARHL2, SOX1, ISL1, ONECUT1, HOXC10, SOX2, PITX1, PRDM1, FEZF2, TBX2, GSX2, PTF1A, TBX18, TBX5, GATA6, NR2F2, TAL1, HOXA2, LBX1, ISL2, DLX1, GATA2, GATA3, ONECUT2, DMRTA2, NKX2-5, TBR1, ARX, SOX17, TBX3
GO:0048706	embryonic skeletal system development	1.92957920819557e-35	9.26791166280293e-39	44	482	128	19817	0.00%	0.00	HOXB6, ALX1, HOXC9, HOXA7, HOXD10, SIX2, HOXB8, SHOX2, HOXD3, HOXA11, HOXB7, TBX15, HOXA3, HOXD1, DLX2, HOXC11, PAX5, IRX5, HOXC5, HOXB1, OSR2, HOXD9, FOXC2, HOXA6, GSC, HOXB2, TWIST1, HOXD4, HOXA9, HOXA1, DMRT2, HOXA5, HOXB3, HOXB5, HAND2, HOXC4, ALX4, HOXA4, DLX1, HOXA2, HOXB4, HOXB9, SATB2, SIX1
GO:0048704	embryonic skeletal system morphogenesis	1.04234942955202e-34	5.00648140995206e-38	39	482	95	19817	0.00%	0.00	HOXA4, HOXC4, ALX4, HOXA9, HOXB2, TWIST1, HOXD4, HOXB3, HOXB5, HOXA5, HOXA1, SATB2, SIX1, HOXB9, HOXB4, HOXA2, HOXD3, SHOX2, HOXB8, SIX2, HOXB7, TBX15, HOXA11, HOXA7, ALX1, HOXC9, HOXB6, HOXD10, OSR2, HOXB1, IRX5, GSC, HOXA6, FOXC2, HOXD9, HOXA3, PAX5, HOXC11, DLX2
GO:0045893	positive regulation of DNA-templated transcription	9.34198321124539e-34	4.48702363652516e-37	134	482	1661	19817	0.00%	0.00	MCIDAS, FOXF1, NKX2-6, HOXA13, IRX3, HOXB7, FOXL2, LMX1B, LHX2, PAX6, FLI1, NR2E1, NR4A2, PAX8, FOXE1, OTX2, NR5A2, DLX2, SOX21, PDX1, GATA3, ZIC1, FOXD3, PAX3, HOXA1, DMRT2, HOXA5, NFIB, SOX1, PAX2, TAL1, TBX5, MEIS2, SOX2, NOLC1, SIX3, PROX1, HOXA11, EBF2, HOXA7, HOXD10, BSX, FOXA2, FOXA1, PPRC1, HOXD9, NKX2-3, VGLL2, PITX2, LHX4, TBX3, SOX17, BARHL1, NKX2-5, FOXD2, HOXC10, CDX2, ONECUT1, PHOX2B, ISL1, SATB2, FOXD1, INO80B, NR2F2, GATA6, FEZF2, HOXD3, EOMES, ZFHX3, FEZF1, MECOM, OSR2, POU4F3, PAX5, ONECUT2, ZIC3, ALX4, LEF1, DLX1, GATA2, TFAP2D, HOXD4, HOXB2, HOXB3, EN1, EBF3, BARHL2, POU4F2, EN2, MSX1, WT1, SALL1, HOXA2, DLX5, HOXB4, MEIS1, TBX2, DMRT1, SIX2, TBX20, GATA4, ALX1, LHX5, HOXB1, POU4F1, PAX9, FOXC2, HOXD8, HOXD13, SOX3, HOXC11, TCF21, HEY2, LMX1A, HOXC13, HAND2, HOXC4, RUNX3, TWIST1, HOXB5, TFAP2B, TBR1, ZIC2, SIX1, ADCYAP1, GBX2, HOXB9, HAND1, NKX6-1, PTF1A, RAX, PITX1, CCNC, HOXA10
GO:0019219	regulation of nucleobase-containing compound metabolic process	9.86983263927873e-34	4.74055362117134e-37	218	482	3953	19817	0.00%	0.00	HOXC11, LMX1A, HEY2, TCF21, HOXD13, SOX3, PAX9, POU4F1, SOX14, OLIG3, HOXD8, FOXC2, HOXB1, DLX6, HOXC5, FOXL1, DMBX1, ALX1, LHX5, TGIF1, TBX15, GATA4, TBX20, SHOX2, FOXB2, DMRT1, UNCX, HOXD11, SIX2, PRDM1, RAX, CCNC, HOXA10, PITX1, EVX2, HAND1, HOXB9, FERD3L, PTF1A, GSX2, NKX6-1, SIX1, ZIC2, ADCYAP1, GBX2, CBX8, TBR1, NEUROG2, TFAP2B, HOXB5, DMRTA2, TWIST1, HOXC13, EMX2, CBX2, RUNX3, HOXC4, SKOR2, HAND2, PAX5, ZNF503, GSC, HOXA6, TLX3, OSR2, POU4F3, IRX5, LHX6, SIM2, FEZF1, MECOM, EOMES, ZFHX3, HOXD3, TBX2, HOXB4, HOXA2, DLX5, IGF2BP3, MEIS1, EN2, WT1, SALL1, MSX1, POU4F2, GFI1, LHX9, BARHL2, HOXB3, SP9, EN1, EBF3, STK3, PRDM6, HOXD4, TFAP2D, HOXB2, DLX1, GATA2, BHLHE22, LEF1, LBX1, ISL2, ONECUT2, ZIC3, HOXA4, ALX4, BARX1, HOXD1, MNX1, OTP, VAX1, PPRC1, ZNF883, NKX2-3, HOXD9, FOXA1, OLIG1, OLIG2, C14orf39, HOXD10, BSX, FOXA2, HOXA7, EBF2, HIST1H1B, SIX3, DMRT3, PROX1, HOXA11, PAX7, NOLC1, FEZF2, LIN28B, NR2F2, LHX8, GATA6, INO80B, FOXD1, PRKCH, ONECUT1, HOXC10, CDX2, HMX3, SATB2, PHOX2B, HLX, ISL1, SOX17, TBX3, FOXD2, HOXD12, NKX2-5, CDKN2A, BARHL1, LHX4, HOXC8, PITX2, PGAM1, VGLL2, RNF220, OTX2, EBF1, FOXE1, DLX2, NR5A2, VAX2, SP8, HOXA3, PAX8, NR4A2, SIM1, NR2E1, FLI1, HOXC12, LHX2, PAX6, SKOR1, LMX1B, HOXC9, HOXB6, FOXL2, IRX3, HOXB7, TTF1, MCIDAS, FOXF1, DBX1, HOXA13, NKX2-6, HOXB8, FOXB1, NKX2-4, MEIS2, SOX2, TAL1, ZIC5, IGF2BP1, ZFHX4, TBX5, TBX18, PAX2, ZIC4, SIX6, NFIB, SOX1, ARX, HOXA5, HOXA1, DMRT2, HOXA9, PAX3, ZIC1, GATA3, FOXD3, MSX2, SOX21, PDX1
GO:1902680	positive regulation of RNA biosynthetic process	1.06364068933773e-33	5.10874490556067e-37	134	482	1663	19817	0.00%	0.00	PAX5, OSR2, POU4F3, FEZF1, MECOM, HOXD3, EOMES, ZFHX3, DLX5, HOXA2, HOXB4, MEIS1, TBX2, BARHL2, POU4F2, EN2, MSX1, WT1, SALL1, TFAP2D, HOXB2, HOXD4, HOXB3, EBF3, EN1, ONECUT2, ZIC3, ALX4, LEF1, GATA2, DLX1, HOXD13, SOX3, HOXC11, HEY2, TCF21, LMX1A, HOXB1, PAX9, POU4F1, HOXD8, FOXC2, LHX5, ALX1, DMRT1, SIX2, TBX20, GATA4, HOXB9, HAND1, NKX6-1, PTF1A, RAX, PITX1, HOXA10, CCNC, ZIC2, SIX1, GBX2, ADCYAP1, TWIST1, TFAP2B, HOXB5, TBR1, HOXC13, HAND2, HOXC4, RUNX3, NR4A2, PAX8, FOXE1, OTX2, DLX2, NR5A2, FLI1, NR2E1, LMX1B, LHX2, PAX6, MCIDAS, FOXF1, NKX2-6, HOXA13, IRX3, HOXB7, FOXL2, TAL1, TBX5, MEIS2, SOX2, NFIB, SOX1, PAX2, PAX3, DMRT2, HOXA1, HOXA5, SOX21, PDX1, GATA3, ZIC1, FOXD3, FOXA1, PPRC1, HOXD9, NKX2-3, EBF2, HOXA7, BSX, HOXD10, FOXA2, NOLC1, SIX3, PROX1, HOXA11, NR2F2, GATA6, FEZF2, HOXC10, CDX2, ONECUT1, PHOX2B, ISL1, SATB2, FOXD1, INO80B, LHX4, TBX3, SOX17, NKX2-5, BARHL1, FOXD2, VGLL2, PITX2
GO:0051254	positive regulation of RNA metabolic process	7.3857112724915e-32	3.54741175431868e-35	136	482	1778	19817	0.00%	0.00	MEIS1, DLX5, HOXA2, HOXB4, TBX2, POU4F2, BARHL2, WT1, SALL1, MSX1, EN2, TFAP2D, HOXD4, HOXB2, EBF3, EN1, HOXB3, ALX4, ONECUT2, ZIC3, GATA2, DLX1, LEF1, PAX5, POU4F3, OSR2, MECOM, FEZF1, HOXD3, ZFHX3, EOMES, PTF1A, NKX6-1, HAND1, HOXB9, CCNC, HOXA10, PITX1, RAX, ADCYAP1, GBX2, SIX1, ZIC2, TWIST1, TBR1, TFAP2B, HOXB5, RUNX3, HOXC4, HAND2, HOXC13, SOX3, HOXD13, LMX1A, TCF21, HEY2, HOXC11, HOXB1, FOXC2, HOXD8, PAX9, POU4F1, ALX1, LHX5, SIX2, DMRT1, GATA4, TBX20, IGF2BP1, TBX5, TAL1, SOX2, MEIS2, SOX1, NFIB, PAX2, PAX3, HOXA5, DMRT2, HOXA1, PDX1, SOX21, FOXD3, ZIC1, GATA3, PAX8, NR4A2, NR5A2, DLX2, OTX2, FOXE1, FLI1, NR2E1, LMX1B, PAX6, LHX2, HOXA13, NKX2-6, FOXF1, MCIDAS, FOXL2, HOXB7, IRX3, GATA6, NR2F2, LIN28B, FEZF2, SATB2, ISL1, PHOX2B, ONECUT1, CDX2, HOXC10, INO80B, FOXD1, LHX4, FOXD2, NKX2-5, BARHL1, SOX17, TBX3, VGLL2, PITX2, FOXA1, NKX2-3, HOXD9, PPRC1, HOXA7, EBF2, FOXA2, HOXD10, BSX, NOLC1, PROX1, HOXA11, SIX3
GO:0009653	anatomical structure morphogenesis	1.15933893559933e-30	5.56839066089977e-34	166	482	2600	19817	0.00%	0.00	DMRT2, HOXA1, HOXA5, ARX, PAX3, GJB6, HOXA9, MSX2, FOXD3, GATA3, ZIC1, PDX1, SOX21, SOX2, MEIS2, FOXB1, IGF2BP1, TBX5, TBX18, TAL1, SIX6, PAX2, SOX1, NFIB, PAX6, LHX2, PGM5, HOXB6, HOXC9, IRX3, HOXB7, FOXL2, HOXB8, HOXA13, FOXF1, VAX2, DLX2, NR5A2, FOXE1, OTX2, NR4A2, PAX8, HOXA3, SP8, NR2E1, FLI1, NKX2-5, HOXD12, FOXD2, TBX3, SOX17, HOXC8, LHX4, PCDH8, PITX2, FEZF2, GATA6, LHX8, NR2F2, FOXD1, HLX, PHOX2B, ISL1, SATB2, HMX3, HOXC10, CDX2, ONECUT1, FOXA2, BSX, HOXD10, HOXA7, PROX1, DMRT3, HOXA11, SIX3, NOLC1, PAX7, MNX1, SPAG6, HOXD9, NKX2-3, VAX1, FOXA1, EN1, HOXB3, SP9, HOXD4, HOXB2, STK3, LBX1, ISL2, LEF1, DLX1, GATA2, ALX4, ZIC3, ONECUT2, HOXA4, TBX2, MEIS1, HOXA2, DLX5, HOXB4, IGF2BP3, MSX1, SALL1, WT1, BARHL2, LHX9, POU4F2, FEZF1, EOMES, HOXD3, PAX5, HOXA6, GSC, IRX5, POU4F3, OSR2, HOXB5, TFAP2B, TBR1, TWIST1, HAND2, HOXC4, MYO3B, EMX2, HOXC13, PITX1, HOXA10, PRDM1, NKX6-1, PTF1A, GSX2, HOXB9, EVX2, HAND1, GBX2, SIX1, FOXL1, ALX1, LHX5, TBX20, GATA4, TBX15, SIX2, HOXD11, UNCX, SHOX2, DMRT1, FOXB2, SLC17A6, TCF21, HEY2, LMX1A, HOXC11, SOX3, HOXD13, FOXC2, SOX14, HOXD8, POU4F1, PAX9, DLX6, HOXB1
